DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
402,127500.0,Meadowlands,Shadowmere,1042.0,10106.0,sqft
403,248500.0,Meadowlands,Brightforge,1331.0,9370.0,sqft
404,207000.0,Meadowlands,Sunspire,1125.0,14753.0,sqft
405,93000.0,Meadowlands,Shadowmere,864.0,8335.0,sqft
406,372397.0,Meadowlands,Silverglen,1378.0,13758.0,sqft
407,235000.0,Meadowlands,Nighthaven,1740.0,16659.0,sqft
408,232000.0,Meadowlands,Wyverncliff,1210.0,11957.0,sqft
409,213000.0,Meadowlands,Crystalhollow,1399.0,11050.0,sqft
410,58500.0,Meadowlands,Shadowmere,664.0,8212.0,sqft
411,188000.0,Meadowlands,duskwood,1323.0,8010.0,sqft
412,193000.0,Meadowlands,Thornfield,1200.0,13339.0,sqft
413,124100.0,Meadowlands,Emberfall,784.0,9316.0,sqft
414,128500.0,GnomeBurough,Stormwatch,1239.0,5830.0,sqft
415,124500.0,Meadowlands,Crystalhollow,682.0,10447.0,sqft
416,122500.0,GnomeBurough,Starfall,1049.0,1920.0,sqft
417,185000.0,Meadowlands,Dragonspire,1107.0,9840.0,sqft
418,139000.0,Meadowlands,Thornfield,961.0,5362.0,sqft
419,127500.0,Meadowlands,Shadowmere,1299.0,9855.0,sqft
420,172500.0,Meadowlands,Dreamweaver,967.0,3922.0,sqft
421,173500.0,Meadowlands,Crystalhollow,1099.0,10114.0,sqft
422,140000.0,GnomeBurough,Petalbridge,719.0,7200.0,sqft
423,119900.0,Meadowlands,Emberfall,667.0,8425.0,sqft
424,127500.0,Meadowlands,Dragonspire,664.0,9100.0,sqft
425,129200.0,Meadowlands,Emberfall,723.0,8789.0,sqft
426,136000.0,GnomeBurough,Mystvale,1181.0,10266.0,sqft
427,144000.0,Meadowlands,Sunspire,845.0,9525.0,sqft
428,110000.0,GnomeBurough,Petalbridge,987.0,3500.0,sqft
429,418000.0,Meadowlands,Silverglen,2121.0,13654.0,sqft
430,162000.0,Meadowlands,Dragonspire,1027.0,9610.0,sqft
431,145000.0,Meadowlands,Nighthaven,967.0,11040.0,sqft
432,394432.0,Meadowlands,Riverbend,1427.0,11394.0,sqft
433,279900.0,Meadowlands,Ravenstone,1912.0,11800.0,sqft
434,177500.0,Meadowlands,Sunspire,923.0,11249.0,sqft
435,158000.0,Meadowlands,Dragonspire,1001.0,9350.0,sqft
436,135000.0,GnomeBurough,Petalbridge,1283.0,9600.0,sqft
437,183500.0,Meadowlands,Duskwood,1323.0,8244.0,sqft
438,212500.0,Meadowlands,Nighthaven,1454.0,18837.0,sqft
439,136000.0,Meadowlands,Emberfall,1409.0,10773.0,sqft
440,118000.0,GnomeBurough,Starfall,759.0,1680.0,sqft
441,163000.0,Meadowlands,Emberfall,1107.0,11227.0,sqft
442,140000.0,Meadowlands,Dragonspire,1047.0,9450.0,sqft
443,190550.0,Meadowlands,Sunspire,1299.0,9543.0,sqft
444,129900.0,Meadowlands,Dragonspire,923.0,9600.0,sqft
445,85.0,GnomeBurough,Petalbridge,786.0,0.072,sqft
446,119000.0,Meadowlands,Shadowmere,1051.0,8405.0,sqft
447,139500.0,GnomeBurough,Petalbridge,1119.0,6000.0,sqft
448,175000.0,Meadowlands,Duskwood,1056.0,11084.0,sqft
449,151500.0,Meadowlands,Dragonspire,736.0,12772.0,sqft
450,262500.0,Meadowlands,Nighthaven,1658.0,20781.0,sqft
451,252678.0,AetherIsles,Wyverncliff,1424.0,8640.0,sqft
452,178000.0,Meadowlands,Ravenstone,1146.0,7777.0,sqft
453,161500.0,Meadowlands,Windwhisper,1375.0,11250.0,sqft
454,215000.0,Meadowlands,Nighthaven,1246.0,15387.0,sqft
455,275000.0,Meadowlands,Silverglen,1306.0,11520.0,sqft
456,240000.0,Meadowlands,Sunspire,1613.0,9375.0,sqft
457,110500.0,GnomeBurough,Petalbridge,848.0,6000.0,sqft
458,134900.0,Meadowlands,Sunspire,799.0,8982.0,sqft
459,127500.0,Meadowlands,Cloudrest,822.0,4043.0,sqft
460,212999.0,Meadowlands,Sunspire,,8760.0,sqft
461,213133.0,Meadowlands,Wyverncliff,1053.0,9910.0,sqft
462,125000.0,Meadowlands,Shadowmere,895.0,10880.0,sqft
463,139900.0,GnomeBurough,Stormwatch,1089.0,6000.0,sqft
464,149900.0,Meadowlands,Dragonspire,829.0,12537.0,sqft
465,126500.0,GnomeBurough,Stormwatch,824.0,8635.0,sqft
466,138000.0,Meadowlands,Crystalhollow,612.0,6723.0,sqft
467,271500.0,AetherIsles,Wyverncliff,1129.0,10440.0,sqft
468,127000.0,Meadowlands,Dragonspire,711.0,8540.0,sqft
469,153000.0,Meadowlands,Brightforge,856.0,12450.0,sqft
470,106000.0,Meadowlands,Petalbridge,650.0,10800.0,sqft
471,158000.0,Meadowlands,Emberfall,1039.0,9364.0,sqft
472,250000.0,Meadowlands,Nighthaven,2141.0,16692.0,sqft
473,100000.0,Meadowlands,Shadowmere,627.0,8877.0,sqft
474,136000.0,Meadowlands,Dragonspire,1378.0,9000.0,sqft
475,130000.0,GnomeBurough,Petalbridge,824.0,7200.0,sqft
476,215000.0,Meadowlands,Duskwood,1453.0,8658.0,sqft
477,128500.0,Meadowlands,Sunspire,746.0,9920.0,sqft
478,130000.0,GnomeBurough,Shadowmere,1314.0,2522.0,sqft
479,64000.0,GnomeBurough,Petalbridge,646.0,5747.0,sqft
480,173000.0,Meadowlands,Silverglen,1080.0,3480.0,sqft
481,127000.0,Meadowlands,Dragonspire,1159.0,7910.0,sqft
482,262500.0,AetherIsles,Wyverncliff,1204.0,9000.0,sqft
483,306000.0,Meadowlands,Silverglen,1310.0,11478.0,sqft
484,135000.0,Meadowlands,Dragonspire,872.0,7000.0,sqft
485,158000.0,Meadowlands,Brightforge,890.0,13072.0,sqft
486,173000.0,Meadowlands,Silverglen,1250.0,2268.0,sqft
487,209500.0,Meadowlands,Silverglen,1195.0,4590.0,sqft
488,150000.0,Meadowlands,Ravenstone,1149.0,12890.0,sqft
489,150000.0,GnomeBurough,Petalbridge,1198.0,6406.0,sqft
490,150000.0,Meadowlands,Nighthaven,1338.0,11050.0,sqft
491,221800.0,Meadowlands,Sunspire,964.0,10324.0,sqft
492,260000.0,Meadowlands,Windwhisper,1172.0,23595.0,sqft
493,163990.0,Meadowlands,Sunspire,1119.0,8461.0,sqft
494,143195.0,Meadowlands,Sunspire,827.0,9216.0,sqft
495,149000.0,Meadowlands,Dragonspire,772.0,11241.0,sqft
496,129000.0,Meadowlands,Emberfall,701.0,7791.0,sqft
497,174000.0,Meadowlands,Nighthaven,1018.0,8991.0,sqft
498,160000.0,Meadowlands,Duskwood,913.0,9556.0,sqft
499,210000.0,Meadowlands,Sunspire,1089.0,8750.0,sqft
500,159500.0,Meadowlands,Dragonspire,918.0,8910.0,sqft
501,112000.0,GnomeBurough,STARFALL,1001.0,1680.0,sqft
502,164000.0,Meadowlands,Windwhisper,769.0,13050.0,sqft
503,191000.0,Meadowlands,Sunspire,1137.0,9382.0,sqft
504,105000.0,GnomeBurough,Petalbridge,772.0,367.89588,sqm
505,130000.0,Meadowlands,Emberfall,691.0,7800.0,sqft
506,140500.0,Meadowlands,Nighthaven,1249.0,9750.0,sqft
507,169000.0,Meadowlands,Duskwood,1784.0,14762.0,sqft
508,178000.0,GnomeBurough,Petalbridge,1262.0,9600.0,sqft
509,115000.0,Meadowlands,Crystalhollow,1362.0,21750.0,sqft
510,310000.0,Meadowlands,Glimmerwood,1938.0,14541.0,sqft
511,246000.0,GnomeBurough,Thornfield,1266.0,3811.0,sqft
512,75200.0,GnomeBurough,Mystvale,627.0,3672.0,sqft
513,154500.0,Meadowlands,Emberfall,821.0,8414.0,sqft
514,117500.0,GnomeBurough,Petalbridge,1699.0,9900.0,sqft
515,128500.0,Meadowlands,Sunspire,664.0,9560.0,sqft
516,535000.0,Meadowlands,Riverbend,2075.0,16052.0,sqft
517,168675.0,Meadowlands,Sunspire,1146.0,8333.0,sqft
518,215000.0,Meadowlands,Wyverncliff,1179.0,10612.0,sqft
519,135000.0,GnomeBurough,Petalbridge,1068.0,3378.0,sqft
520,156000.0,Meadowlands,Dragonspire,1329.0,12099.0,sqft
521,121500.0,Meadowlands,Emberfall,1070.0,11341.0,sqft
522,178900.0,Meadowlands,Dragonspire,1161.0,9680.0,sqft
523,257500.0,Meadowlands,Thornfield,1640.0,10452.0,sqft
524,611657.0,Meadowlands,Silverglen,1818.0,12919.0,sqft
525,446261.0,Meadowlands,Silverglen,,14948.0,sqft
526,157000.0,Meadowlands,Thornfield,1027.0,15750.0,sqft
527,194000.0,Meadowlands,Sunspire,938.0,7406.0,sqft
528,269500.0,Meadowlands,Ravenstone,1513.0,12003.0,sqft
529,135000.0,Meadowlands,Shadowmere,1130.0,8172.0,sqft
530,185000.0,Meadowlands,Duskwood,913.0,7980.0,sqft
531,141500.0,Meadowlands,Dragonspire,1150.0,9600.0,sqft
532,275000.0,Meadowlands,Brightforge,1264.0,12800.0,sqft
533,175500.0,Meadowlands,Nighthaven,955.0,9600.0,sqft
534,181000.0,Meadowlands,Nighthaven,1006.0,10140.0,sqft
535,105000.0,CitadelQuarter,Dragonspire,689.0,11622.0,sqft
536,212300.0,GnomeBurough,Mystvale,1501.0,9780.0,sqft
537,625000.0,Meadowlands,Glimmerwood,2789.0,35760.0,sqft
538,312500.0,Meadowlands,Ravenstone,1384.0,14331.0,sqft
539,312500.0,AetherIsles,Wyverncliff,1816.0,8413.0,sqft
540,182000.0,Meadowlands,Windwhisper,1170.0,11075.0,sqft
541,219210.0,Meadowlands,Duskwood,1433.0,14054.0,sqft
542,65000.0,GnomeBurough,Petalbridge,1221.0,12205.0,sqft
543,181000.0,Meadowlands,Nighthaven,1219.0,17043.0,sqft
544,113000.0,Meadowlands,Shadowmere,516.0,9340.0,sqft
545,225000.0,Meadowlands,Shadowmere,1544.0,7800.0,sqft
546,330000.0,Meadowlands,Glimmerwood,1952.0,9044.0,sqft
547,115000.0,GnomeBurough,Petalbridge,790.0,8960.0,sqft
548,223500.0,Meadowlands,Stormwatch,1212.0,21384.0,sqft
548,223500.0,Meadowlands,Stormwatch,1212.0,21384.0,sqft
549,118500.0,Meadowlands,Stormhold,1715.0,6204.0,sqft
550,151500.0,Meadowlands,Dragonspire,959.0,10800.0,sqft
551,100000.0,Meadowlands,Dragonspire,686.0,7150.0,sqft
552,239000.0,Meadowlands,Riverbend,1359.0,5306.0,sqft
553,60000.0,Meadowlands,Stormhold,336.0,8400.0,sqft
554,115000.0,Meadowlands,Dragonspire,664.0,10500.0,sqft
555,401179.0,Meadowlands,Riverbend,2149.0,15922.0,sqft
556,130000.0,Meadowlands,Dragonspire,664.0,9000.0,sqft
557,143000.0,GnomeBurough,Petalbridge,1036.0,5805.0,sqft
558,149900.0,Meadowlands,Cloudrest,1119.0,2280.0,sqft
559,230500.0,Meadowlands,Duskwood,1489.0,11194.0,sqft
560,127000.0,Meadowlands,Shadowmere,883.0,10682.0,sqft
561,200000.0,GnomeBurough,Oakenshade,784.0,3907.0,sqft
562,107500.0,GnomeBurough,Petalbridge,1824.0,6600.0,sqft
563,130000.0,Meadowlands,Dragonspire,719.0,6760.0,sqft
564,128900.0,GnomeBurough,Petalbridge,1059.0,4080.0,sqft
565,136900.0,Meadowlands,Shadowmere,1426.0,9525.0,sqft
566,156000.0,AetherIsles,Wyverncliff,1116.0,3768.0,sqft
567,305000.0,AetherIsles,Wyverncliff,,4109.0,sqft
568,265900.0,Meadowlands,Ravenstone,1141.0,9037.0,sqft
569,240000.0,Meadowlands,Crystalhollow,1315.0,12118.0,sqft
570,360000.0,Meadowlands,Silverglen,1495.0,12378.0,sqft
571,161000.0,GnomeBurough,Mystvale,1676.0,10320.0,sqft
572,216837.0,Meadowlands,Sunspire,1412.0,9100.0,sqft
573,152000.0,Meadowlands,Emberfall,,7400.0,sqft
574,133000.0,Meadowlands,Duskwood,1144.0,47280.0,sqft
575,172400.0,Meadowlands,Duskwood,1279.0,8121.0,sqft
576,245000.0,Meadowlands,Wyverncliff,1202.0,10206.0,sqft
577,67000.0,Meadowlands,Shadowmere,664.0,8248.0,sqft
578,202500.0,Meadowlands,Silverglen,1053.0,6442.0,sqft
579,200000.0,Meadowlands,Nighthaven,1607.0,10382.0,sqft
580,141500.0,Meadowlands,Thornfield,1104.0,6720.0,sqft
581,250000.0,Meadowlands,Nighthaven,2041.0,11029.0,sqft
582,239799.0,Meadowlands,Sunspire,1509.0,8760.0,sqft
583,159900.0,Meadowlands,Shadowmere,886.0,10547.0,sqft
584,68104.0,GnomeBurough,Mystvale,649.0,11067.0,sqft
585,197000.0,AetherIsles,Wyverncliff,959.0,3316.0,sqft
586,201000.0,Meadowlands,Brightforge,1323.0,8462.0,sqft
587,286000.0,Meadowlands,Riverbend,1225.0,4923.0,sqft
588,301000.0,Meadowlands,Brightforge,2099.0,10380.0,sqft
589,144152.0,AetherIsles,Wyverncliff,923.0,3180.0,sqft
590,130250.0,Meadowlands,Sunspire,721.0,9200.0,sqft
591,131500.0,Meadowlands,Emberfall,799.0,11625.0,sqft
592,177900.0,Meadowlands,Duskwood,1064.0,14137.0,sqft
593,121000.0,Meadowlands,Stormwatch,732.0,8854.0,sqft
594,120000.0,GnomeBurough,Mystvale,1006.0,10320.0,sqft
595,174000.0,Meadowlands,Duskwood,1141.0,12589.0,sqft
596,114500.0,GnomeBurough,Stormwatch,904.0,6240.0,sqft
597,130000.0,Meadowlands,Windwhisper,1039.0,6930.0,sqft
598,112000.0,GnomeBurough,Emberfall,1463.0,8930.0,sqft
599,151000.0,AetherIsles,Wyverncliff,923.0,3180.0,sqft
600,78000.0,ArcaneMarket,Mystvale,719.0,8520.0,sqft
601,96900.0,GnomeBurough,Petalbridge,1058.0,7614.0,sqft
602,85000.0,Meadowlands,Shadowmere,673.0,6410.0,sqft
603,185000.0,Meadowlands,Emberfall,,14175.0,sqft
604,181000.0,Meadowlands,Brightforge,1143.0,7441.0,sqft
605,115000.0,Meadowlands,Dragonspire,1184.0,7150.0,sqft
606,137000.0,Meadowlands,Emberfall,904.0,13770.0,sqft
607,275000.0,Meadowlands,Mossheart,1549.0,-15676.0,sqft
608,155891.0,Meadowlands,Shadowmere,763.0,8842.0,sqft
609,332200.0,Meadowlands,Silverglen,1296.0,7740.0,sqft
610,260116.0,Meadowlands,Silverglen,,16659.0,sqft
611,267300.0,Meadowlands,Ravenstone,1203.0,8298.0,sqft
612,247900.0,Meadowlands,Riverbend,1293.0,6264.0,sqft
613,126000.0,Meadowlands,Dragonspire,855.0,13070.0,sqft
614,281000.0,Meadowlands,Silverglen,,11065.0,sqft
615,155000.0,Meadowlands,Stormhold,873.0,7200.0,sqft
616,205950.0,AetherIsles,Wyverncliff,1280.0,8125.0,sqft
617,250000.0,AetherIsles,Wyverncliff,1532.0,9375.0,sqft
618,132500.0,Meadowlands,Emberfall,746.0,8480.0,sqft
619,213000.0,Meadowlands,Nighthaven,,12299.0,sqft
620,126000.0,Meadowlands,Emberfall,756.0,9308.0,sqft
621,135900.0,Meadowlands,Stormhold,1319.0,5687.0,sqft
622,213500.0,Meadowlands,Sunspire,1382.0,9245.0,sqft
623,142000.0,Meadowlands,Dragonspire,808.0,9600.0,sqft
624,290000.0,Meadowlands,Wyverncliff,1276.0,945.938346,sqm
625,145500.0,GnomeBurough,Shadowmere,824.0,3675.0,sqft
626,112500.0,Meadowlands,Dragonspire,756.0,6390.0,sqft
627,190000.0,Meadowlands,Duskwood,1164.0,8433.0,sqft
628,233500.0,Meadowlands,Windwhisper,1353.0,16698.0,sqft
629,322400.0,Meadowlands,Silverglen,1303.0,11825.0,sqft
630,146000.0,Meadowlands,Brightforge,846.0,7500.0,sqft
631,155500.0,Meadowlands,Petalbridge,1226.0,7200.0,sqft
632,143000.0,Meadowlands,Sunspire,761.0,9757.0,sqft
633,259000.0,Meadowlands,Duskwood,1176.0,14572.0,sqft
634,190000.0,Meadowlands,Nighthaven,1533.0,14803.0,sqft
635,135000.0,Meadowlands,Dragonspire,844.0,7390.0,sqft
636,165400.0,Meadowlands,Shadowmere,1273.0,6931.0,sqft
637,85000.0,ArcaneMarket,Mystvale,1173.0,8470.0,sqft
638,103200.0,Meadowlands,Petalbridge,678.0,5500.0,sqft
639,185000.0,GnomeBurough,Oakenshade,795.0,3907.0,sqft
640,141000.0,GnomeBurough,Mystvale,1057.0,9000.0,sqft
641,189500.0,Meadowlands,Duskwood,,10179.0,sqft
642,171900.0,AetherIsles,Wyverncliff,961.0,4017.0,sqft
643,125000.0,Meadowlands,Shadowmere,1032.0,9280.0,sqft
644,170000.0,AetherIsles,Wyverncliff,1219.0,2645.0,sqft
645,160000.0,GnomeBurough,Petalbridge,1543.0,8400.0,sqft
646,239900.0,Meadowlands,SUNSPIRE,1129.0,9178.0,sqft
647,125500.0,GnomeBurough,Starfall,1049.0,2160.0,sqft
648,187500.0,Meadowlands,Duskwood,1233.0,8702.0,sqft
649,122000.0,Meadowlands,Emberfall,692.0,9819.0,sqft
650,134900.0,GnomeBurough,Stormwatch,904.0,6000.0,sqft
651,144000.0,CitadelQuarter,Brightforge,,8400.0,sqft
652,107000.0,GnomeBurough,Mystvale,1099.0,10320.0,sqft
653,235000.0,Meadowlands,Sunspire,1402.0,12192.0,sqft
654,269500.0,Meadowlands,Brightforge,2143.0,7976.0,sqft
655,222000.0,AetherIsles,Wyverncliff,1327.0,3830.0,sqft
656,129000.0,Meadowlands,Emberfall,861.0,6970.0,sqft
657,282500.0,Meadowlands,Silverglen,1203.0,5911.0,sqft
658,245000.0,Meadowlands,Wyverncliff,1101.0,9139.0,sqft
659,63000.0,Meadowlands,Shadowmere,855.0,9780.0,sqft
660,290000.0,Meadowlands,Silverglen,1846.0,13262.0,sqft
661,62383.0,Meadowlands,Emberfall,664.0,8281.0,sqft
662,100000.0,Meadowlands,Crystalhollow,1439.0,10260.0,sqft
663,140000.0,Meadowlands,Dragonspire,899.0,7315.0,sqft
663,140000.0,Meadowlands,Dragonspire,899.0,7315.0,sqft
664,141000.0,Meadowlands,Emberfall,664.0,8499.0,sqft
665,121000.0,GnomeBurough,Oakenshade,945.0,1612.0,sqft
666,145000.0,Meadowlands,Windwhisper,1323.0,10532.0,sqft
667,150000.0,Meadowlands,Shadowmere,1107.0,7711.0,sqft
668,348000.0,Meadowlands,Glimmerwood,1839.0,9452.0,sqft
669,139000.0,Meadowlands,Dragonspire,1255.0,9600.0,sqft
670,338500.0,Meadowlands,Silverglen,1608.0,9942.0,sqft
671,254.75,Meadowlands,Sunspire,1679.0,0.12334,sqft
672,147000.0,Meadowlands,Dragonspire,928.0,9510.0,sqft
673,144000.0,GnomeBurough,Petalbridge,1299.0,8850.0,sqft
674,168000.0,GnomeBurough,Petalbridge,1339.0,17671.0,sqft
675,172500.0,Meadowlands,Nighthaven,1015.0,16500.0,sqft
676,134900.0,Meadowlands,Emberfall,659.0,7252.0,sqft
677,114000.0,Meadowlands,Petalbridge,891.0,7506.0,sqft
678,109000.0,Meadowlands,Dragonspire,813.0,7922.0,sqft
678,109000.0,Meadowlands,Dragonspire,813.0,7922.0,sqft
679,359900.0,Meadowlands,Ravenstone,1413.0,11577.0,sqft
680,214000.0,Meadowlands,Sunspire,1349.0,9468.0,sqft
681,143000.0,Meadowlands,Nighthaven,1021.0,9790.0,sqft
682,176400.0,AetherIsles,Wyverncliff,879.0,3628.0,sqft
683,270000.0,Meadowlands,Ravenstone,1253.0,14536.0,sqft
684,210000.0,Meadowlands,Sunspire,1104.0,8450.0,sqft
685,179900.0,Meadowlands,Dragonspire,973.0,9350.0,sqft
686,223500.0,Meadowlands,Sunspire,1373.0,11250.0,sqft
687,214000.0,AetherIsles,Wyverncliff,1059.0,4379.0,sqft
688,147500.0,Meadowlands,Shadowmere,966.0,9937.0,sqft
689,179000.0,Meadowlands,Brightforge,1037.0,8450.0,sqft
690,100000.0,GnomeBurough,Mystvale,863.0,6060.0,sqft
691,214000.0,Meadowlands,Duskwood,1584.0,8755.0,sqft
692,145000.0,Meadowlands,Thornfield,1012.0,8969.0,sqft
693,150000.0,Meadowlands,Emberfall,1246.0,9991.0,sqft
694,277500.0,Meadowlands,Dragonspire,1883.0,18275.0,sqft
695,394617.0,Meadowlands,Silverglen,1486.0,12444.0,sqft
696,153000.0,Meadowlands,Dragonspire,1009.0,9350.0,sqft
697,106900.0,GnomeBurough,Stormwatch,992.0,5870.0,sqft
698,127000.0,Meadowlands,Sunspire,673.0,7480.0,sqft
699,325000.0,GnomeBurough,Petalbridge,2134.0,13500.0,sqft
700,250000.0,GnomeBurough,Thornfield,1266.0,3811.0,sqft
701,200000.0,Meadowlands,Windwhisper,1298.0,12798.0,sqft
702,148500.0,Meadowlands,Thornfield,844.0,4000.0,sqft
703,124500.0,Meadowlands,Dragonspire,678.0,13008.0,sqft
704,35311.0,ArcaneMarket,Mystvale,369.0,9000.0,sqft
705,130000.0,Meadowlands,Stormwatch,644.0,10267.0,sqft
706,139500.0,Meadowlands,Crystalhollow,775.0,12518.0,sqft
707,119164.0,GnomeBurough,Petalbridge,1273.0,7628.0,sqft
708,179400.0,AetherIsles,Wyverncliff,1154.0,2280.0,sqft
709,99500.0,GnomeBurough,Petalbridge,609.0,8520.0,sqft
710,230000.0,Meadowlands,Duskwood,1762.0,8738.0,sqft
711,155000.0,AetherIsles,Wyverncliff,1089.0,2572.0,sqft
712,202500.0,Meadowlands,Stormwatch,1405.0,11737.0,sqft
713,235000.0,Meadowlands,Shadowmere,1545.0,19950.0,sqft
714,205000.0,Meadowlands,Brightforge,1623.0,8880.0,sqft
715,157500.0,GnomeBurough,Petalbridge,1183.0,10440.0,sqft
716,255000.0,AetherIsles,Wyverncliff,1378.0,8640.0,sqft
717,135000.0,Meadowlands,Dragonspire,849.0,10454.0,sqft
718,107900.0,GnomeBurough,Petalbridge,693.0,6000.0,sqft
719,119900.0,GnomeBurough,Petalbridge,859.0,7800.0,sqft
720,160000.0,Meadowlands,Duskwood,1132.0,10784.0,sqft
721,293200.0,Meadowlands,Sunspire,1232.0,10200.0,sqft
722,100000.0,GnomeBurough,Petalbridge,805.0,10800.0,sqft
723,169000.0,GnomeBurough,Petalbridge,1549.0,9856.0,sqft
724,130000.0,Meadowlands,Riverbend,926.0,3701.0,sqft
725,193800.0,AetherIsles,Wyverncliff,1203.0,3784.0,sqft
726,160000.0,Meadowlands,Crystalhollow,866.0,17400.0,sqft
727,145250.0,Meadowlands,Dragonspire,,11600.0,sqft
728,91000.0,Meadowlands,Stormhold,607.0,6292.0,sqft
729,121500.0,Meadowlands,Shadowmere,825.0,9571.0,sqft
730,130500.0,Meadowlands,Shadowmere,923.0,11767.0,sqft
731,225000.0,Meadowlands,Sunspire,1241.0,9316.0,sqft
732,475000.0,Meadowlands,Sunspire,1750.0,11778.0,sqft
733,279000.0,Meadowlands,Silverglen,1472.0,13215.0,sqft
734,159950.0,Meadowlands,Dragonspire,835.0,13400.0,sqft
735,377500.0,Meadowlands,Duskwood,1343.0,14892.0,sqft
736,425000.0,Meadowlands,Ravenstone,1521.0,12633.0,sqft
737,118000.0,Meadowlands,Dragonspire,867.0,9000.0,sqft
738,217500.0,Meadowlands,Sunspire,1416.0,8826.0,sqft
739,175000.0,Meadowlands,Stormhold,1359.0,7200.0,sqft
740,116000.0,Meadowlands,Emberfall,699.0,8450.0,sqft
741,185000.0,Meadowlands,Duskwood,1314.0,14067.0,sqft
742,268000.0,Meadowlands,Glimmerwood,1765.0,13346.0,sqft
743,148000.0,Meadowlands,Shadowmere,856.0,7917.0,sqft
744,129000.0,Meadowlands,Emberfall,687.0,8724.0,sqft
745,70000.0,GnomeBurough,Mystvale,686.0,5160.0,sqft
746,153000.0,Meadowlands,Dragonspire,1266.0,9532.0,sqft
747,179000.0,Meadowlands,Shadowmere,923.0,10800.0,sqft
748,207500.0,Meadowlands,Nighthaven,1296.0,10240.0,sqft
749,115000.0,Meadowlands,Dragonspire,701.0,7800.0,sqft
750,260000.0,AetherIsles,Wyverncliff,1144.0,4835.0,sqft
751,180000.0,Meadowlands,Dragonspire,1697.0,19900.0,sqft
752,175900.0,Meadowlands,Dreamweaver,1206.0,3635.0,sqft
753,180000.0,Meadowlands,Duskwood,,7875.0,sqft
754,149000.0,Meadowlands,Petalbridge,1039.0,10800.0,sqft
755,171500.0,Meadowlands,Duskwood,1031.0,10176.0,sqft
756,115000.0,GnomeBurough,Petalbridge,606.0,6000.0,sqft
757,123600.0,Meadowlands,Sunspire,761.0,8070.0,sqft
758,385000.0,Meadowlands,Mossheart,1416.0,50271.0,sqft
759,127000.0,Meadowlands,Dragonspire,851.0,8050.0,sqft
760,177000.0,Meadowlands,Duskwood,1130.0,13869.0,sqft
761,115000.0,GnomeBurough,Mystvale,1166.0,8500.0,sqft
762,222500.0,Meadowlands,Duskwood,1565.0,9505.0,sqft
763,392000.0,Meadowlands,Riverbend,1091.0,8089.0,sqft
764,160500.0,Meadowlands,Shadowmere,1075.0,7200.0,sqft
765,337000.0,Meadowlands,Glimmerwood,1819.0,9430.0,sqft
766,163000.0,GnomeBurough,Petalbridge,1359.0,10800.0,sqft
767,309000.0,Meadowlands,Silverglen,1886.0,13418.0,sqft
768,129500.0,GnomeBurough,Wolfsbane,1134.0,2665.0,sqft
769,137000.0,Meadowlands,Thornfield,944.0,7155.0,sqft
770,79000.0,GnomeBurough,Petalbridge,1107.0,5000.0,sqft
771,451950.0,Meadowlands,Silverglen,1766.0,13478.0,sqft
772,193000.0,Meadowlands,Brightforge,,10628.0,sqft
773,130000.0,GnomeBurough,Shadowmere,1314.0,2522.0,sqft
774,140000.0,GnomeBurough,Sunspire,652.0,4435.0,sqft
775,591587.0,Meadowlands,Riverbend,1798.0,51974.0,sqft
776,219500.0,Meadowlands,Duskwood,1534.0,8740.0,sqft
777,184500.0,Meadowlands,Nighthaven,1442.0,10530.0,sqft
778,177000.0,AetherIsles,Wyverncliff,1163.0,2980.0,sqft
779,255000.0,Meadowlands,Mossheart,1816.0,12000.0,sqft
780,137000.0,Meadowlands,Shadowmere,813.0,10519.0,sqft
781,225000.0,AetherIsles,Wyverncliff,1104.0,7993.0,sqft
782,231500.0,Meadowlands,Sunspire,1356.0,15426.0,sqft
783,345000.0,Meadowlands,Dragonspire,2079.0,13860.0,sqft
784,165000.0,GnomeBurough,Crystalhollow,941.0,4500.0,sqft
785,302000.0,Meadowlands,Windwhisper,1403.0,115149.0,sqft
786,179900.0,Meadowlands,Nighthaven,1193.0,11475.0,sqft
787,154000.0,Meadowlands,Nighthaven,,11700.0,sqft
788,179.0,Meadowlands,Duskwood,1384.0,0.08123,sqft
789,125000.0,Meadowlands,Emberfall,687.0,7094.0,sqft
790,230348.0,AetherIsles,Wyverncliff,936.0,7500.0,sqft
791,203000.0,Meadowlands,Brightforge,1163.0,10141.0,sqft
792,117000.0,GnomeBurough,Petalbridge,933.0,5680.0,sqft
793,164000.0,Meadowlands,Nighthaven,996.0,11700.0,sqft
794,159500.0,Meadowlands,Dragonspire,1215.0,10032.0,sqft
795,135000.0,Meadowlands,Shadowmere,1144.0,12048.0,sqft
796,131500.0,GnomeBurough,Petalbridge,1380.0,12150.0,sqft
797,217500.0,Meadowlands,Mossheart,953.0,11064.0,sqft
798,147000.0,Meadowlands,Cloudrest,1016.0,2308.0,sqft
799,260000.0,Meadowlands,Glimmerwood,1585.0,9085.0,sqft
800,369900.0,Meadowlands,Ravenstone,1559.0,11443.0,sqft
801,132000.0,GnomeBurough,Petalbridge,1115.0,5350.0,sqft
802,206300.0,GnomeBurough,Crystalhollow,1033.0,7060.0,sqft
803,177000.0,Meadowlands,Shadowmere,1043.0,11512.0,sqft
