DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
443,190550.0,Meadowlands,sunspire,1299.0,9543.0,sqft
444,129900.0,Meadowlands,dragonspire,923.0,9600.0,sqft
446,119000.0,Meadowlands,shadowmere,1051.0,8405.0,sqft
447,139500.0,GnomeBurough,petalbridge,1119.0,6000.0,sqft
448,175000.0,Meadowlands,duskwood,1056.0,11084.0,sqft
449,151500.0,Meadowlands,dragonspire,736.0,12772.0,sqft
450,262500.0,Meadowlands,nighthaven,1658.0,20781.0,sqft
451,252678.0,AetherIsles,wyverncliff,1424.0,8640.0,sqft
452,178000.0,Meadowlands,ravenstone,1146.0,7777.0,sqft
453,161500.0,Meadowlands,windwhisper,1375.0,11250.0,sqft
454,215000.0,Meadowlands,nighthaven,1246.0,15387.0,sqft
455,275000.0,Meadowlands,silverglen,1306.0,11520.0,sqft
456,240000.0,Meadowlands,sunspire,1613.0,9375.0,sqft
457,110500.0,GnomeBurough,petalbridge,848.0,6000.0,sqft
458,134900.0,Meadowlands,sunspire,799.0,8982.0,sqft
459,127500.0,Meadowlands,cloudrest,822.0,4043.0,sqft
461,213133.0,Meadowlands,wyverncliff,1053.0,9910.0,sqft
462,125000.0,Meadowlands,shadowmere,895.0,10880.0,sqft
463,139900.0,GnomeBurough,stormwatch,1089.0,6000.0,sqft
464,149900.0,Meadowlands,dragonspire,829.0,12537.0,sqft
465,126500.0,GnomeBurough,stormwatch,824.0,8635.0,sqft
466,138000.0,Meadowlands,crystalhollow,612.0,6723.0,sqft
467,271500.0,AetherIsles,wyverncliff,1129.0,10440.0,sqft
468,127000.0,Meadowlands,dragonspire,711.0,8540.0,sqft
469,153000.0,Meadowlands,brightforge,856.0,12450.0,sqft
470,106000.0,Meadowlands,petalbridge,650.0,10800.0,sqft
471,158000.0,Meadowlands,emberfall,1039.0,9364.0,sqft
472,250000.0,Meadowlands,nighthaven,2141.0,16692.0,sqft
473,100000.0,Meadowlands,shadowmere,627.0,8877.0,sqft
474,136000.0,Meadowlands,dragonspire,1378.0,9000.0,sqft
475,130000.0,GnomeBurough,petalbridge,824.0,7200.0,sqft
476,215000.0,Meadowlands,duskwood,1453.0,8658.0,sqft
477,128500.0,Meadowlands,sunspire,746.0,9920.0,sqft
478,130000.0,GnomeBurough,shadowmere,1314.0,2522.0,sqft
479,64000.0,GnomeBurough,petalbridge,646.0,5747.0,sqft
480,173000.0,Meadowlands,silverglen,1080.0,3480.0,sqft
481,127000.0,Meadowlands,dragonspire,1159.0,7910.0,sqft
482,262500.0,AetherIsles,wyverncliff,1204.0,9000.0,sqft
483,306000.0,Meadowlands,silverglen,1310.0,11478.0,sqft
484,135000.0,Meadowlands,dragonspire,872.0,7000.0,sqft
485,158000.0,Meadowlands,brightforge,890.0,13072.0,sqft
486,173000.0,Meadowlands,silverglen,1250.0,2268.0,sqft
487,209500.0,Meadowlands,silverglen,1195.0,4590.0,sqft
488,150000.0,Meadowlands,ravenstone,1149.0,12890.0,sqft
489,150000.0,GnomeBurough,petalbridge,1198.0,6406.0,sqft
490,150000.0,Meadowlands,nighthaven,1338.0,11050.0,sqft
491,221800.0,Meadowlands,sunspire,964.0,10324.0,sqft
492,260000.0,Meadowlands,windwhisper,1172.0,23595.0,sqft
493,163990.0,Meadowlands,sunspire,1119.0,8461.0,sqft
494,143195.0,Meadowlands,sunspire,827.0,9216.0,sqft
495,149000.0,Meadowlands,dragonspire,772.0,11241.0,sqft
496,129000.0,Meadowlands,emberfall,701.0,7791.0,sqft
497,174000.0,Meadowlands,nighthaven,1018.0,8991.0,sqft
498,160000.0,Meadowlands,duskwood,913.0,9556.0,sqft
499,210000.0,Meadowlands,sunspire,1089.0,8750.0,sqft
500,159500.0,Meadowlands,dragonspire,918.0,8910.0,sqft
501,112000.0,GnomeBurough,starfall,1001.0,1680.0,sqft
502,164000.0,Meadowlands,windwhisper,769.0,13050.0,sqft
503,191000.0,Meadowlands,sunspire,1137.0,9382.0,sqft
504,105000.0,GnomeBurough,petalbridge,772.0,367.89588,sqft
505,130000.0,Meadowlands,emberfall,691.0,7800.0,sqft
506,140500.0,Meadowlands,nighthaven,1249.0,9750.0,sqft
507,169000.0,Meadowlands,duskwood,1784.0,14762.0,sqft
508,178000.0,GnomeBurough,petalbridge,1262.0,9600.0,sqft
509,115000.0,Meadowlands,crystalhollow,1362.0,21750.0,sqft
510,310000.0,Meadowlands,glimmerwood,1938.0,14541.0,sqft
511,246000.0,GnomeBurough,thornfield,1266.0,3811.0,sqft
512,75200.0,GnomeBurough,mystvale,627.0,3672.0,sqft
513,154500.0,Meadowlands,emberfall,821.0,8414.0,sqft
514,117500.0,GnomeBurough,petalbridge,1699.0,9900.0,sqft
515,128500.0,Meadowlands,sunspire,664.0,9560.0,sqft
516,535000.0,Meadowlands,riverbend,2075.0,16052.0,sqft
517,168675.0,Meadowlands,sunspire,1146.0,8333.0,sqft
518,215000.0,Meadowlands,wyverncliff,1179.0,10612.0,sqft
519,135000.0,GnomeBurough,petalbridge,1068.0,3378.0,sqft
520,156000.0,Meadowlands,dragonspire,1329.0,12099.0,sqft
521,121500.0,Meadowlands,emberfall,1070.0,11341.0,sqft
522,178900.0,Meadowlands,dragonspire,1161.0,9680.0,sqft
523,257500.0,Meadowlands,thornfield,1640.0,10452.0,sqft
524,611657.0,Meadowlands,silverglen,1818.0,12919.0,sqft
526,157000.0,Meadowlands,thornfield,1027.0,15750.0,sqft
527,194000.0,Meadowlands,sunspire,938.0,7406.0,sqft
528,269500.0,Meadowlands,ravenstone,1513.0,12003.0,sqft
529,135000.0,Meadowlands,shadowmere,1130.0,8172.0,sqft
530,185000.0,Meadowlands,duskwood,913.0,7980.0,sqft
531,141500.0,Meadowlands,dragonspire,1150.0,9600.0,sqft
532,275000.0,Meadowlands,brightforge,1264.0,12800.0,sqft
533,175500.0,Meadowlands,nighthaven,955.0,9600.0,sqft
534,181000.0,Meadowlands,nighthaven,1006.0,10140.0,sqft
535,105000.0,CitadelQuarter,dragonspire,689.0,11622.0,sqft
536,212300.0,GnomeBurough,mystvale,1501.0,9780.0,sqft
537,625000.0,Meadowlands,glimmerwood,2789.0,35760.0,sqft
538,312500.0,Meadowlands,ravenstone,1384.0,14331.0,sqft
539,312500.0,AetherIsles,wyverncliff,1816.0,8413.0,sqft
540,182000.0,Meadowlands,windwhisper,1170.0,11075.0,sqft
541,219210.0,Meadowlands,duskwood,1433.0,14054.0,sqft
542,65000.0,GnomeBurough,petalbridge,1221.0,12205.0,sqft
543,181000.0,Meadowlands,nighthaven,1219.0,17043.0,sqft
544,113000.0,Meadowlands,shadowmere,516.0,9340.0,sqft
545,225000.0,Meadowlands,shadowmere,1544.0,7800.0,sqft
546,330000.0,Meadowlands,glimmerwood,1952.0,9044.0,sqft
547,115000.0,GnomeBurough,petalbridge,790.0,8960.0,sqft
548,223500.0,Meadowlands,stormwatch,1212.0,21384.0,sqft
549,118500.0,Meadowlands,stormhold,1715.0,6204.0,sqft
550,151500.0,Meadowlands,dragonspire,959.0,10800.0,sqft
551,100000.0,Meadowlands,dragonspire,686.0,7150.0,sqft
552,239000.0,Meadowlands,riverbend,1359.0,5306.0,sqft
553,60000.0,Meadowlands,stormhold,336.0,8400.0,sqft
554,115000.0,Meadowlands,dragonspire,664.0,10500.0,sqft
555,401179.0,Meadowlands,riverbend,2149.0,15922.0,sqft
556,130000.0,Meadowlands,dragonspire,664.0,9000.0,sqft
557,143000.0,GnomeBurough,petalbridge,1036.0,5805.0,sqft
558,149900.0,Meadowlands,cloudrest,1119.0,2280.0,sqft
559,230500.0,Meadowlands,duskwood,1489.0,11194.0,sqft
560,127000.0,Meadowlands,shadowmere,883.0,10682.0,sqft
561,200000.0,GnomeBurough,oakenshade,784.0,3907.0,sqft
562,107500.0,GnomeBurough,petalbridge,1824.0,6600.0,sqft
563,130000.0,Meadowlands,dragonspire,719.0,6760.0,sqft
564,128900.0,GnomeBurough,petalbridge,1059.0,4080.0,sqft
565,136900.0,Meadowlands,shadowmere,1426.0,9525.0,sqft
566,156000.0,AetherIsles,wyverncliff,1116.0,3768.0,sqft
568,265900.0,Meadowlands,ravenstone,1141.0,9037.0,sqft
569,240000.0,Meadowlands,crystalhollow,1315.0,12118.0,sqft
570,360000.0,Meadowlands,silverglen,1495.0,12378.0,sqft
571,161000.0,GnomeBurough,mystvale,1676.0,10320.0,sqft
572,216837.0,Meadowlands,sunspire,1412.0,9100.0,sqft
574,133000.0,Meadowlands,duskwood,1144.0,47280.0,sqft
575,172400.0,Meadowlands,duskwood,1279.0,8121.0,sqft
576,245000.0,Meadowlands,wyverncliff,1202.0,10206.0,sqft
577,67000.0,Meadowlands,shadowmere,664.0,8248.0,sqft
578,202500.0,Meadowlands,silverglen,1053.0,6442.0,sqft
579,200000.0,Meadowlands,nighthaven,1607.0,10382.0,sqft
580,141500.0,Meadowlands,thornfield,1104.0,6720.0,sqft
581,250000.0,Meadowlands,nighthaven,2041.0,11029.0,sqft
582,239799.0,Meadowlands,sunspire,1509.0,8760.0,sqft
583,159900.0,Meadowlands,shadowmere,886.0,10547.0,sqft
584,68104.0,GnomeBurough,mystvale,649.0,11067.0,sqft
585,197000.0,AetherIsles,wyverncliff,959.0,3316.0,sqft
586,201000.0,Meadowlands,brightforge,1323.0,8462.0,sqft
587,286000.0,Meadowlands,riverbend,1225.0,4923.0,sqft
588,301000.0,Meadowlands,brightforge,2099.0,10380.0,sqft
589,144152.0,AetherIsles,wyverncliff,923.0,3180.0,sqft
590,130250.0,Meadowlands,sunspire,721.0,9200.0,sqft
591,131500.0,Meadowlands,emberfall,799.0,11625.0,sqft
592,177900.0,Meadowlands,duskwood,1064.0,14137.0,sqft
593,121000.0,Meadowlands,stormwatch,732.0,8854.0,sqft
594,120000.0,GnomeBurough,mystvale,1006.0,10320.0,sqft
595,174000.0,Meadowlands,duskwood,1141.0,12589.0,sqft
596,114500.0,GnomeBurough,stormwatch,904.0,6240.0,sqft
597,130000.0,Meadowlands,windwhisper,1039.0,6930.0,sqft
598,112000.0,GnomeBurough,emberfall,1463.0,8930.0,sqft
599,151000.0,AetherIsles,wyverncliff,923.0,3180.0,sqft
600,78000.0,ArcaneMarket,mystvale,719.0,8520.0,sqft
601,96900.0,GnomeBurough,petalbridge,1058.0,7614.0,sqft
602,85000.0,Meadowlands,shadowmere,673.0,6410.0,sqft
604,181000.0,Meadowlands,brightforge,1143.0,7441.0,sqft
605,115000.0,Meadowlands,dragonspire,1184.0,7150.0,sqft
606,137000.0,Meadowlands,emberfall,904.0,13770.0,sqft
608,155891.0,Meadowlands,shadowmere,763.0,8842.0,sqft
609,332200.0,Meadowlands,silverglen,1296.0,7740.0,sqft
611,267300.0,Meadowlands,ravenstone,1203.0,8298.0,sqft
612,247900.0,Meadowlands,riverbend,1293.0,6264.0,sqft
613,126000.0,Meadowlands,dragonspire,855.0,13070.0,sqft
615,155000.0,Meadowlands,stormhold,873.0,7200.0,sqft
616,205950.0,AetherIsles,wyverncliff,1280.0,8125.0,sqft
617,250000.0,AetherIsles,wyverncliff,1532.0,9375.0,sqft
618,132500.0,Meadowlands,emberfall,746.0,8480.0,sqft
620,126000.0,Meadowlands,emberfall,756.0,9308.0,sqft
621,135900.0,Meadowlands,stormhold,1319.0,5687.0,sqft
622,213500.0,Meadowlands,sunspire,1382.0,9245.0,sqft
623,142000.0,Meadowlands,dragonspire,808.0,9600.0,sqft
624,290000.0,Meadowlands,wyverncliff,1276.0,945.938346,sqft
625,145500.0,GnomeBurough,shadowmere,824.0,3675.0,sqft
626,112500.0,Meadowlands,dragonspire,756.0,6390.0,sqft
627,190000.0,Meadowlands,duskwood,1164.0,8433.0,sqft
628,233500.0,Meadowlands,windwhisper,1353.0,16698.0,sqft
629,322400.0,Meadowlands,silverglen,1303.0,11825.0,sqft
630,146000.0,Meadowlands,brightforge,846.0,7500.0,sqft
631,155500.0,Meadowlands,petalbridge,1226.0,7200.0,sqft
632,143000.0,Meadowlands,sunspire,761.0,9757.0,sqft
633,259000.0,Meadowlands,duskwood,1176.0,14572.0,sqft
634,190000.0,Meadowlands,nighthaven,1533.0,14803.0,sqft
635,135000.0,Meadowlands,dragonspire,844.0,7390.0,sqft
636,165400.0,Meadowlands,shadowmere,1273.0,6931.0,sqft
637,85000.0,ArcaneMarket,mystvale,1173.0,8470.0,sqft
638,103200.0,Meadowlands,petalbridge,678.0,5500.0,sqft
639,185000.0,GnomeBurough,oakenshade,795.0,3907.0,sqft
640,141000.0,GnomeBurough,mystvale,1057.0,9000.0,sqft
642,171900.0,AetherIsles,wyverncliff,961.0,4017.0,sqft
643,125000.0,Meadowlands,shadowmere,1032.0,9280.0,sqft
644,170000.0,AetherIsles,wyverncliff,1219.0,2645.0,sqft
645,160000.0,GnomeBurough,petalbridge,1543.0,8400.0,sqft
646,239900.0,Meadowlands,sunspire,1129.0,9178.0,sqft
647,125500.0,GnomeBurough,starfall,1049.0,2160.0,sqft
648,187500.0,Meadowlands,duskwood,1233.0,8702.0,sqft
649,122000.0,Meadowlands,emberfall,692.0,9819.0,sqft
650,134900.0,GnomeBurough,stormwatch,904.0,6000.0,sqft
652,107000.0,GnomeBurough,mystvale,1099.0,10320.0,sqft
653,235000.0,Meadowlands,sunspire,1402.0,12192.0,sqft
654,269500.0,Meadowlands,brightforge,2143.0,7976.0,sqft
655,222000.0,AetherIsles,wyverncliff,1327.0,3830.0,sqft
656,129000.0,Meadowlands,emberfall,861.0,6970.0,sqft
657,282500.0,Meadowlands,silverglen,1203.0,5911.0,sqft
658,245000.0,Meadowlands,wyverncliff,1101.0,9139.0,sqft
659,63000.0,Meadowlands,shadowmere,855.0,9780.0,sqft
660,290000.0,Meadowlands,silverglen,1846.0,13262.0,sqft
661,62383.0,Meadowlands,emberfall,664.0,8281.0,sqft
662,100000.0,Meadowlands,crystalhollow,1439.0,10260.0,sqft
663,140000.0,Meadowlands,dragonspire,899.0,7315.0,sqft
664,141000.0,Meadowlands,emberfall,664.0,8499.0,sqft
665,121000.0,GnomeBurough,oakenshade,945.0,1612.0,sqft
666,145000.0,Meadowlands,windwhisper,1323.0,10532.0,sqft
667,150000.0,Meadowlands,shadowmere,1107.0,7711.0,sqft
668,348000.0,Meadowlands,glimmerwood,1839.0,9452.0,sqft
669,139000.0,Meadowlands,dragonspire,1255.0,9600.0,sqft
670,338500.0,Meadowlands,silverglen,1608.0,9942.0,sqft
672,147000.0,Meadowlands,dragonspire,928.0,9510.0,sqft
673,144000.0,GnomeBurough,petalbridge,1299.0,8850.0,sqft
674,168000.0,GnomeBurough,petalbridge,1339.0,17671.0,sqft
675,172500.0,Meadowlands,nighthaven,1015.0,16500.0,sqft
676,134900.0,Meadowlands,emberfall,659.0,7252.0,sqft
677,114000.0,Meadowlands,petalbridge,891.0,7506.0,sqft
678,109000.0,Meadowlands,dragonspire,813.0,7922.0,sqft
679,359900.0,Meadowlands,ravenstone,1413.0,11577.0,sqft
680,214000.0,Meadowlands,sunspire,1349.0,9468.0,sqft
681,143000.0,Meadowlands,nighthaven,1021.0,9790.0,sqft
682,176400.0,AetherIsles,wyverncliff,879.0,3628.0,sqft
683,270000.0,Meadowlands,ravenstone,1253.0,14536.0,sqft
684,210000.0,Meadowlands,sunspire,1104.0,8450.0,sqft
685,179900.0,Meadowlands,dragonspire,973.0,9350.0,sqft
686,223500.0,Meadowlands,sunspire,1373.0,11250.0,sqft
687,214000.0,AetherIsles,wyverncliff,1059.0,4379.0,sqft
688,147500.0,Meadowlands,shadowmere,966.0,9937.0,sqft
689,179000.0,Meadowlands,brightforge,1037.0,8450.0,sqft
690,100000.0,GnomeBurough,mystvale,863.0,6060.0,sqft
691,214000.0,Meadowlands,duskwood,1584.0,8755.0,sqft
692,145000.0,Meadowlands,thornfield,1012.0,8969.0,sqft
693,150000.0,Meadowlands,emberfall,1246.0,9991.0,sqft
694,277500.0,Meadowlands,dragonspire,1883.0,18275.0,sqft
695,394617.0,Meadowlands,silverglen,1486.0,12444.0,sqft
696,153000.0,Meadowlands,dragonspire,1009.0,9350.0,sqft
697,106900.0,GnomeBurough,stormwatch,992.0,5870.0,sqft
698,127000.0,Meadowlands,sunspire,673.0,7480.0,sqft
699,325000.0,GnomeBurough,petalbridge,2134.0,13500.0,sqft
700,250000.0,GnomeBurough,thornfield,1266.0,3811.0,sqft
701,200000.0,Meadowlands,windwhisper,1298.0,12798.0,sqft
702,148500.0,Meadowlands,thornfield,844.0,4000.0,sqft
703,124500.0,Meadowlands,dragonspire,678.0,13008.0,sqft
704,35311.0,ArcaneMarket,mystvale,369.0,9000.0,sqft
705,130000.0,Meadowlands,stormwatch,644.0,10267.0,sqft
706,139500.0,Meadowlands,crystalhollow,775.0,12518.0,sqft
707,119164.0,GnomeBurough,petalbridge,1273.0,7628.0,sqft
708,179400.0,AetherIsles,wyverncliff,1154.0,2280.0,sqft
709,99500.0,GnomeBurough,petalbridge,609.0,8520.0,sqft
710,230000.0,Meadowlands,duskwood,1762.0,8738.0,sqft
711,155000.0,AetherIsles,wyverncliff,1089.0,2572.0,sqft
712,202500.0,Meadowlands,stormwatch,1405.0,11737.0,sqft
713,235000.0,Meadowlands,shadowmere,1545.0,19950.0,sqft
714,205000.0,Meadowlands,brightforge,1623.0,8880.0,sqft
715,157500.0,GnomeBurough,petalbridge,1183.0,10440.0,sqft
716,255000.0,AetherIsles,wyverncliff,1378.0,8640.0,sqft
717,135000.0,Meadowlands,dragonspire,849.0,10454.0,sqft
718,107900.0,GnomeBurough,petalbridge,693.0,6000.0,sqft
719,119900.0,GnomeBurough,petalbridge,859.0,7800.0,sqft
720,160000.0,Meadowlands,duskwood,1132.0,10784.0,sqft
721,293200.0,Meadowlands,sunspire,1232.0,10200.0,sqft
722,100000.0,GnomeBurough,petalbridge,805.0,10800.0,sqft
723,169000.0,GnomeBurough,petalbridge,1549.0,9856.0,sqft
724,130000.0,Meadowlands,riverbend,926.0,3701.0,sqft
725,193800.0,AetherIsles,wyverncliff,1203.0,3784.0,sqft
726,160000.0,Meadowlands,crystalhollow,866.0,17400.0,sqft
728,91000.0,Meadowlands,stormhold,607.0,6292.0,sqft
729,121500.0,Meadowlands,shadowmere,825.0,9571.0,sqft
730,130500.0,Meadowlands,shadowmere,923.0,11767.0,sqft
731,225000.0,Meadowlands,sunspire,1241.0,9316.0,sqft
732,475000.0,Meadowlands,sunspire,1750.0,11778.0,sqft
733,279000.0,Meadowlands,silverglen,1472.0,13215.0,sqft
734,159950.0,Meadowlands,dragonspire,835.0,13400.0,sqft
735,377500.0,Meadowlands,duskwood,1343.0,14892.0,sqft
736,425000.0,Meadowlands,ravenstone,1521.0,12633.0,sqft
737,118000.0,Meadowlands,dragonspire,867.0,9000.0,sqft
738,217500.0,Meadowlands,sunspire,1416.0,8826.0,sqft
739,175000.0,Meadowlands,stormhold,1359.0,7200.0,sqft
740,116000.0,Meadowlands,emberfall,699.0,8450.0,sqft
741,185000.0,Meadowlands,duskwood,1314.0,14067.0,sqft
742,268000.0,Meadowlands,glimmerwood,1765.0,13346.0,sqft
743,148000.0,Meadowlands,shadowmere,856.0,7917.0,sqft
744,129000.0,Meadowlands,emberfall,687.0,8724.0,sqft
745,70000.0,GnomeBurough,mystvale,686.0,5160.0,sqft
746,153000.0,Meadowlands,dragonspire,1266.0,9532.0,sqft
747,179000.0,Meadowlands,shadowmere,923.0,10800.0,sqft
748,207500.0,Meadowlands,nighthaven,1296.0,10240.0,sqft
749,115000.0,Meadowlands,dragonspire,701.0,7800.0,sqft
750,260000.0,AetherIsles,wyverncliff,1144.0,4835.0,sqft
751,180000.0,Meadowlands,dragonspire,1697.0,19900.0,sqft
752,175900.0,Meadowlands,dreamweaver,1206.0,3635.0,sqft
754,149000.0,Meadowlands,petalbridge,1039.0,10800.0,sqft
755,171500.0,Meadowlands,duskwood,1031.0,10176.0,sqft
756,115000.0,GnomeBurough,petalbridge,606.0,6000.0,sqft
757,123600.0,Meadowlands,sunspire,761.0,8070.0,sqft
758,385000.0,Meadowlands,mossheart,1416.0,50271.0,sqft
759,127000.0,Meadowlands,dragonspire,851.0,8050.0,sqft
760,177000.0,Meadowlands,duskwood,1130.0,13869.0,sqft
761,115000.0,GnomeBurough,mystvale,1166.0,8500.0,sqft
762,222500.0,Meadowlands,duskwood,1565.0,9505.0,sqft
763,392000.0,Meadowlands,riverbend,1091.0,8089.0,sqft
764,160500.0,Meadowlands,shadowmere,1075.0,7200.0,sqft
765,337000.0,Meadowlands,glimmerwood,1819.0,9430.0,sqft
766,163000.0,GnomeBurough,petalbridge,1359.0,10800.0,sqft
767,309000.0,Meadowlands,silverglen,1886.0,13418.0,sqft
768,129500.0,GnomeBurough,wolfsbane,1134.0,2665.0,sqft
769,137000.0,Meadowlands,thornfield,944.0,7155.0,sqft
770,79000.0,GnomeBurough,petalbridge,1107.0,5000.0,sqft
771,451950.0,Meadowlands,silverglen,1766.0,13478.0,sqft
773,130000.0,GnomeBurough,shadowmere,1314.0,2522.0,sqft
774,140000.0,GnomeBurough,sunspire,652.0,4435.0,sqft
775,591587.0,Meadowlands,riverbend,1798.0,51974.0,sqft
776,219500.0,Meadowlands,duskwood,1534.0,8740.0,sqft
777,184500.0,Meadowlands,nighthaven,1442.0,10530.0,sqft
778,177000.0,AetherIsles,wyverncliff,1163.0,2980.0,sqft
779,255000.0,Meadowlands,mossheart,1816.0,12000.0,sqft
780,137000.0,Meadowlands,shadowmere,813.0,10519.0,sqft
781,225000.0,AetherIsles,wyverncliff,1104.0,7993.0,sqft
782,231500.0,Meadowlands,sunspire,1356.0,15426.0,sqft
783,345000.0,Meadowlands,dragonspire,2079.0,13860.0,sqft
784,165000.0,GnomeBurough,crystalhollow,941.0,4500.0,sqft
785,302000.0,Meadowlands,windwhisper,1403.0,115149.0,sqft
786,179900.0,Meadowlands,nighthaven,1193.0,11475.0,sqft
789,125000.0,Meadowlands,emberfall,687.0,7094.0,sqft
790,230348.0,AetherIsles,wyverncliff,936.0,7500.0,sqft
791,203000.0,Meadowlands,brightforge,1163.0,10141.0,sqft
792,117000.0,GnomeBurough,petalbridge,933.0,5680.0,sqft
793,164000.0,Meadowlands,nighthaven,996.0,11700.0,sqft
794,159500.0,Meadowlands,dragonspire,1215.0,10032.0,sqft
795,135000.0,Meadowlands,shadowmere,1144.0,12048.0,sqft
796,131500.0,GnomeBurough,petalbridge,1380.0,12150.0,sqft
797,217500.0,Meadowlands,mossheart,953.0,11064.0,sqft
798,147000.0,Meadowlands,cloudrest,1016.0,2308.0,sqft
799,260000.0,Meadowlands,glimmerwood,1585.0,9085.0,sqft
800,369900.0,Meadowlands,ravenstone,1559.0,11443.0,sqft
801,132000.0,GnomeBurough,petalbridge,1115.0,5350.0,sqft
802,206300.0,GnomeBurough,crystalhollow,1033.0,7060.0,sqft
803,177000.0,Meadowlands,shadowmere,1043.0,11512.0,sqft
804,127500.0,GnomeBurough,petalbridge,996.0,6000.0,sqft
805,149900.0,Meadowlands,shadowmere,1237.0,9525.0,sqft
806,155000.0,Meadowlands,emberfall,1386.0,13125.0,sqft
807,279500.0,Meadowlands,sunspire,1149.0,10652.0,sqft
808,128000.0,Meadowlands,emberfall,820.0,9600.0,sqft
810,409900.0,Meadowlands,silverglen,1938.0,23303.0,sqft
811,196000.0,Meadowlands,silverglen,1004.0,5381.0,sqft
812,395192.0,Meadowlands,silverglen,1492.0,10159.0,sqft
813,140000.0,Meadowlands,dragonspire,873.0,9200.0,sqft
814,149500.0,Meadowlands,dragonspire,1157.0,12160.0,sqft
815,151000.0,Meadowlands,dragonspire,810.0,9750.0,sqft
816,195500.0,Meadowlands,duskwood,1233.0,9535.0,sqft
817,119000.0,GnomeBurough,stormwatch,729.0,6000.0,sqft
818,172000.0,Meadowlands,nighthaven,833.0,9927.0,sqft
819,136000.0,Meadowlands,dragonspire,830.0,9464.0,sqft
820,320000.0,Meadowlands,brightforge,2478.0,12376.0,sqft
821,176000.0,Meadowlands,duskwood,963.0,7875.0,sqft
822,108000.0,GnomeBurough,starfall,839.0,1680.0,sqft
823,121600.0,Meadowlands,stormwatch,946.0,4712.0,sqft
824,107400.0,GnomeBurough,petalbridge,1234.0,537.90837,sqft
825,170000.0,Meadowlands,duskwood,1056.0,9434.0,sqft
826,195000.0,AetherIsles,wyverncliff,966.0,4217.0,sqft
828,145000.0,Meadowlands,dragonspire,1329.0,11072.0,sqft
829,241000.0,AetherIsles,wyverncliff,1192.0,8125.0,sqft
830,188000.0,Meadowlands,crystalhollow,1329.0,9297.0,sqft
831,173000.0,Meadowlands,windwhisper,993.0,2887.0,sqft
832,181000.0,Meadowlands,duskwood,1288.0,24682.0,sqft
833,145000.0,Meadowlands,stormhold,1136.0,6292.0,sqft
834,135500.0,Meadowlands,dragonspire,753.0,9750.0,sqft
835,237000.0,Meadowlands,sunspire,1534.0,11250.0,sqft
837,582933.0,Meadowlands,silverglen,2170.0,13891.0,sqft
838,159000.0,Meadowlands,dragonspire,966.0,8000.0,sqft
839,248500.0,Meadowlands,silverglen,1119.0,6472.0,sqft
840,93850.0,GnomeBurough,mystvale,590.0,6291.0,sqft
841,250000.0,Meadowlands,wyverncliff,1520.0,9605.0,sqft
842,133000.0,GnomeBurough,stormwatch,1209.0,6120.0,sqft
843,115000.0,Meadowlands,emberfall,684.0,8450.0,sqft
844,145000.0,Meadowlands,emberfall,763.0,953.649295,sqft
845,176500.0,Meadowlands,dragonspire,1087.0,11029.0,sqft
846,115000.0,GnomeBurough,stormwatch,1033.0,6240.0,sqft
847,172500.0,Meadowlands,ravenstone,1109.0,9802.0,sqft
848,210000.0,Meadowlands,crystalhollow,1136.0,9928.0,sqft
850,191000.0,Meadowlands,sunspire,1380.0,9316.0,sqft
851,137500.0,Meadowlands,cloudrest,811.0,2280.0,sqft
852,127000.0,GnomeBurough,stormwatch,988.0,8635.0,sqft
853,148800.0,Meadowlands,dragonspire,861.0,10710.0,sqft
854,228500.0,Meadowlands,crystalhollow,1299.0,9990.0,sqft
855,156000.0,Meadowlands,sunspire,761.0,13568.0,sqft
857,122000.0,Meadowlands,sunspire,745.0,10356.0,sqft
858,186500.0,AetherIsles,wyverncliff,1194.0,8125.0,sqft
859,125500.0,GnomeBurough,mystvale,887.0,5436.0,sqft
860,103500.0,GnomeBurough,petalbridge,1495.0,10307.0,sqft
861,345474.0,Meadowlands,silverglen,1632.0,1331.578699,sqft
862,421250.0,Meadowlands,silverglen,2037.0,16900.0,sqft
863,194500.0,Meadowlands,brightforge,1341.0,9453.0,sqft
864,131000.0,Meadowlands,stormhold,1126.0,10164.0,sqft
865,114000.0,GnomeBurough,petalbridge,947.0,4571.0,sqft
866,126000.0,Meadowlands,stormhold,658.0,7890.0,sqft
867,470000.0,Meadowlands,riverbend,1538.0,18261.0,sqft
868,305000.0,Meadowlands,ravenstone,1739.0,12244.0,sqft
869,173000.0,Meadowlands,windwhisper,1288.0,15263.0,sqft
870,105500.0,GnomeBurough,starfall,839.0,2760.0,sqft
871,85500.0,GnomeBurough,wolfsbane,839.0,1504.0,sqft
872,232600.0,AetherIsles,wyverncliff,1145.0,11216.0,sqft
873,162500.0,GnomeBurough,oakenshade,916.0,3907.0,sqft
874,115000.0,GnomeBurough,wolfsbane,1003.0,2665.0,sqft
875,423000.0,Meadowlands,wyverncliff,1613.0,20896.0,sqft
876,179781.0,Meadowlands,ravenstone,933.0,9803.0,sqft
877,141000.0,Meadowlands,dragonspire,1126.0,8814.0,sqft
879,173500.0,Meadowlands,sunspire,1135.0,8633.0,sqft
880,259500.0,Meadowlands,thornfield,1784.0,7259.0,sqft
881,124000.0,GnomeBurough,petalbridge,1346.0,9000.0,sqft
